sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_description,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,group,brain_region,tissue,age_of_death,sex,assembly,supplementary_files_format_and_content,biosample,sra
bb2_arc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163332,SRX17174416,BB2_ARC_N_ATAC,GSM6502958,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Arcuate Nucleus,Homo sapiens,9606,genomic DNA,"neuron_ARC-includes-blacklisted-regions_peaks.narrowPeak, neuron_ARC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502958,NONE,"GSE211822, GSE211826",0,SRX17174416,neuron,ARC,Midbrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445001,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174416
bb2_pvpc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163333,SRX17174417,BB2_PVPC_G_ATAC,GSM6502959,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Posteroventral (Inferior) Parietal Cortex,Homo sapiens,9606,genomic DNA,"glia_PVPC-includes-blacklisted-regions_peaks.narrowPeak, glia_PVPC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502959,NONE,"GSE211822, GSE211826",0,SRX17174417,non-neuron,PVPC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445002,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174417
bb2_pvpc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163334,SRX17174418,BB2_PVPC_N_ATAC,GSM6502960,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Posteroventral (Inferior) Parietal Cortex,Homo sapiens,9606,genomic DNA,"neuron_PVPC-includes-blacklisted-regions_peaks.narrowPeak, neuron_PVPC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502960,NONE,"GSE211822, GSE211826",0,SRX17174418,neuron,PVPC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445003,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174418
bb2_amy_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163335,SRX17174419,BB2_AMY_G_ATAC,GSM6502961,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Amygdaloid Complex,Homo sapiens,9606,genomic DNA,"glia_AMY-includes-blacklisted-regions_peaks.narrowPeak, glia_AMY.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502961,NONE,"GSE211822, GSE211826",0,SRX17174419,non-neuron,AMY,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445004,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174419
bb2_amy_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163336,SRX17174462,BB2_AMY_N_ATAC,GSM6502962,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Amygdaloid Complex,Homo sapiens,9606,genomic DNA,"neuron_AMY-includes-blacklisted-regions_peaks.narrowPeak, neuron_AMY.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502962,NONE,"GSE211822, GSE211826",0,SRX17174462,neuron,AMY,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445005,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174462
bb2_vlpfc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163337,SRX17174463,BB2_VLPFC_G_ATAC,GSM6502963,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Ventrolateral Prefrontal Cortex,Homo sapiens,9606,genomic DNA,"glia_VLPFC-includes-blacklisted-regions_peaks.narrowPeak, glia_VLPFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502963,NONE,"GSE211822, GSE211826",0,SRX17174463,non-neuron,VLPFC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445006,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174463
bb2_vlpfc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163338,SRX17174464,BB2_VLPFC_N_ATAC,GSM6502964,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Ventrolateral Prefrontal Cortex,Homo sapiens,9606,genomic DNA,"neuron_VLPFC-includes-blacklisted-regions_peaks.narrowPeak, neuron_VLPFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502964,NONE,"GSE211822, GSE211826",0,SRX17174464,neuron,VLPFC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445007,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174464
bb2_hab_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163339,SRX17174465,BB2_HAB_G_ATAC,GSM6502965,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Habenula,Homo sapiens,9606,genomic DNA,"glia_HAB-includes-blacklisted-regions_peaks.narrowPeak, glia_HAB.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502965,NONE,"GSE211822, GSE211826",0,SRX17174465,non-neuron,HAB,Midbrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445008,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174465
bb2_hab_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163340,SRX17174466,BB2_HAB_N_ATAC,GSM6502966,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Habenula,Homo sapiens,9606,genomic DNA,"neuron_HAB-includes-blacklisted-regions_peaks.narrowPeak, neuron_HAB.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502966,NONE,"GSE211822, GSE211826",0,SRX17174466,neuron,HAB,Midbrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445009,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174466
bb2_ec_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163341,SRX17174467,BB2_EC_G_ATAC,GSM6502967,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Parahippocampal Cortex/Entorhinal Cortex,Homo sapiens,9606,genomic DNA,"glia_EC-includes-blacklisted-regions_peaks.narrowPeak, glia_EC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502967,NONE,"GSE211822, GSE211826",0,SRX17174467,non-neuron,EC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445010,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174467
bb2_ec_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163342,SRX17174468,BB2_EC_N_ATAC,GSM6502968,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Parahippocampal Cortex/Entorhinal Cortex,Homo sapiens,9606,genomic DNA,"neuron_EC-includes-blacklisted-regions_peaks.narrowPeak, neuron_EC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502968,NONE,"GSE211822, GSE211826",0,SRX17174468,neuron,EC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445011,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174468
bb2_nac_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163343,SRX17174469,BB2_NAC_G_ATAC,GSM6502969,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Nucleus Accumbens,Homo sapiens,9606,genomic DNA,"glia_NAC-includes-blacklisted-regions_peaks.narrowPeak, glia_NAC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502969,NONE,"GSE211822, GSE211826",0,SRX17174469,non-neuron,NAC,BasalGanglia,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445012,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174469
bb2_nac_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163344,SRX17174470,BB2_NAC_N_ATAC,GSM6502970,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Nucleus Accumbens,Homo sapiens,9606,genomic DNA,"neuron_NAC-includes-blacklisted-regions_peaks.narrowPeak, neuron_NAC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502970,NONE,"GSE211822, GSE211826",0,SRX17174470,neuron,NAC,BasalGanglia,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445013,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174470
bb2_ins_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163345,SRX17174471,BB2_INS_G_ATAC,GSM6502971,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Insula,Homo sapiens,9606,genomic DNA,"glia_INS-includes-blacklisted-regions_peaks.narrowPeak, glia_INS.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502971,NONE,"GSE211822, GSE211826",0,SRX17174471,non-neuron,INS,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445014,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174471
bb2_ins_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163346,SRX17174472,BB2_INS_N_ATAC,GSM6502972,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Insula,Homo sapiens,9606,genomic DNA,"neuron_INS-includes-blacklisted-regions_peaks.narrowPeak, neuron_INS.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502972,NONE,"GSE211822, GSE211826",0,SRX17174472,neuron,INS,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445015,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174472
bb2_ofc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163347,SRX17174473,BB2_OFC_G_ATAC,GSM6502973,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Orbital Frontal Cortex,Homo sapiens,9606,genomic DNA,"glia_OFC-includes-blacklisted-regions_peaks.narrowPeak, glia_OFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502973,NONE,"GSE211822, GSE211826",0,SRX17174473,non-neuron,OFC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445016,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174473
bb2_ofc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163348,SRX17174474,BB2_OFC_N_ATAC,GSM6502974,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Orbital Frontal Cortex,Homo sapiens,9606,genomic DNA,"neuron_OFC-includes-blacklisted-regions_peaks.narrowPeak, neuron_OFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502974,NONE,"GSE211822, GSE211826",0,SRX17174474,neuron,OFC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445017,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174474
bb2_dlpfc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163349,SRX17174475,BB2_DLPFC_G_ATAC,GSM6502975,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Dorsolateral Prefrontal Cortex,Homo sapiens,9606,genomic DNA,"glia_DLPFC-includes-blacklisted-regions_peaks.narrowPeak, glia_DLPFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502975,NONE,"GSE211822, GSE211826",0,SRX17174475,non-neuron,DLPFC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445018,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174475
bb2_dlpfc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163350,SRX17174476,BB2_DLPFC_N_ATAC,GSM6502976,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Dorsolateral Prefrontal Cortex,Homo sapiens,9606,genomic DNA,"neuron_DLPFC-includes-blacklisted-regions_peaks.narrowPeak, neuron_DLPFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502976,NONE,"GSE211822, GSE211826",0,SRX17174476,neuron,DLPFC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445019,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174476
bb2_mdt_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163351,SRX17174477,BB2_MDT_G_ATAC,GSM6502977,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Mediodorsal Thalamus,Homo sapiens,9606,genomic DNA,"glia_MDT-includes-blacklisted-regions_peaks.narrowPeak, glia_MDT.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502977,NONE,"GSE211822, GSE211826",0,SRX17174477,non-neuron,MDT,Midbrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445020,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174477
bb2_mdt_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163352,SRX17174478,BB2_MDT_N_ATAC,GSM6502978,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Mediodorsal Thalamus,Homo sapiens,9606,genomic DNA,"neuron_MDT-includes-blacklisted-regions_peaks.narrowPeak, neuron_MDT.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502978,NONE,"GSE211822, GSE211826",0,SRX17174478,neuron,MDT,Midbrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445021,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174478
bb2_pstc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163353,SRX17174479,BB2_PSTC_G_ATAC,GSM6502979,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Posterior Superior Temporal Cortex,Homo sapiens,9606,genomic DNA,"glia_PSTC-includes-blacklisted-regions_peaks.narrowPeak, glia_PSTC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502979,NONE,"GSE211822, GSE211826",0,SRX17174479,non-neuron,PSTC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445022,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174479
bb2_pstc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163354,SRX17174480,BB2_PSTC_N_ATAC,GSM6502980,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Posterior Superior Temporal Cortex,Homo sapiens,9606,genomic DNA,"neuron_PSTC-includes-blacklisted-regions_peaks.narrowPeak, neuron_PSTC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502980,NONE,"GSE211822, GSE211826",0,SRX17174480,neuron,PSTC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445023,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174480
bb2_gp_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163355,SRX17174481,BB2_GP_G_ATAC,GSM6502981,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Globus Pallidus,Homo sapiens,9606,genomic DNA,"glia_GP-includes-blacklisted-regions_peaks.narrowPeak, glia_GP.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502981,NONE,"GSE211822, GSE211826",0,SRX17174481,non-neuron,GP,BasalGanglia,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445024,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174481
bb2_gp_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163356,SRX17174482,BB2_GP_N_ATAC,GSM6502982,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Globus Pallidus,Homo sapiens,9606,genomic DNA,"neuron_GP-includes-blacklisted-regions_peaks.narrowPeak, neuron_GP.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502982,NONE,"GSE211822, GSE211826",0,SRX17174482,neuron,GP,BasalGanglia,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445025,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174482
bb2_psc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163357,SRX17174483,BB2_PSC_G_ATAC,GSM6502983,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Somatosensory Cortex,Homo sapiens,9606,genomic DNA,"glia_PSC-includes-blacklisted-regions_peaks.narrowPeak, glia_PSC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502983,NONE,"GSE211822, GSE211826",0,SRX17174483,non-neuron,PSC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445026,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174483
bb2_psc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163358,SRX17174484,BB2_PSC_N_ATAC,GSM6502984,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Somatosensory Cortex,Homo sapiens,9606,genomic DNA,"neuron_PSC-includes-blacklisted-regions_peaks.narrowPeak, neuron_PSC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502984,NONE,"GSE211822, GSE211826",0,SRX17174484,neuron,PSC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445027,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174484
bb2_itc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163359,SRX17174485,BB2_ITC_G_ATAC,GSM6502985,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Inferior Temporal Cortex,Homo sapiens,9606,genomic DNA,"glia_ITC-includes-blacklisted-regions_peaks.narrowPeak, glia_ITC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502985,NONE,"GSE211822, GSE211826",0,SRX17174485,non-neuron,ITC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445028,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174485
bb2_itc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163360,SRX17174420,BB2_ITC_N_ATAC,GSM6502986,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Inferior Temporal Cortex,Homo sapiens,9606,genomic DNA,"neuron_ITC-includes-blacklisted-regions_peaks.narrowPeak, neuron_ITC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502986,NONE,"GSE211822, GSE211826",0,SRX17174420,neuron,ITC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445029,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174420
bb2_pac_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163361,SRX17174421,BB2_PAC_G_ATAC,GSM6502987,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Auditory Cortex,Homo sapiens,9606,genomic DNA,"glia_PAC-includes-blacklisted-regions_peaks.narrowPeak, glia_PAC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502987,NONE,"GSE211822, GSE211826",0,SRX17174421,non-neuron,PAC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445030,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174421
bb2_pvc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163362,SRX17174422,BB2_PVC_G_ATAC,GSM6502988,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Visual Cortex,Homo sapiens,9606,genomic DNA,"glia_PVC-includes-blacklisted-regions_peaks.narrowPeak, glia_PVC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502988,NONE,"GSE211822, GSE211826",0,SRX17174422,non-neuron,PVC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445031,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174422
bb2_pvc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163363,SRX17174423,BB2_PVC_N_ATAC,GSM6502989,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Visual Cortex,Homo sapiens,9606,genomic DNA,"neuron_PVC-includes-blacklisted-regions_peaks.narrowPeak, neuron_PVC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502989,NONE,"GSE211822, GSE211826",0,SRX17174423,neuron,PVC,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445032,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174423
bb2_vta_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163364,SRX17174424,BB2_VTA_G_ATAC,GSM6502990,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Ventral Tegmental Area,Homo sapiens,9606,genomic DNA,"glia_VTA-includes-blacklisted-regions_peaks.narrowPeak, glia_VTA.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502990,NONE,"GSE211822, GSE211826",0,SRX17174424,non-neuron,VTA,Midbrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445033,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174424
