sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_growth_protocol_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,tissue,facs_markers,cell_type,genome_build,supplementary_files_format_and_content,biosample,sra
gc_b_cell_rep_5,,,,,,,GC B cell rep 5,GSM7840430,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",GCB5,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL17021,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM7840430,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840430/suppl/GSM7840430_GCB5_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840430/suppl/GSM7840430_GCB5_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084553,,CD45R(B220)+ CD95(FAS)+ GL7+,Germinal Center B cell,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804148,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084553
naïve_b_cell_rep_1,,,,,,,Naïve B cell rep 1,GSM7840431,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",NB1,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL17021,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM7840431,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840431/suppl/GSM7840431_NB1_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840431/suppl/GSM7840431_NB1_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084554,,CD45R(B220)+ CD38+ CD95(Fas)- IgD+,Naive B,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804147,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084554
naïve_b_cell_rep_2,,,,,,,Naïve B cell rep 2,GSM7840432,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",NB2,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL17021,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM7840432,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840432/suppl/GSM7840432_NB2_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840432/suppl/GSM7840432_NB2_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084555,,CD45R(B220)+ CD38+ CD95(Fas)- IgD+,Naive B,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804146,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084555
naïve_b_cell_rep_3,,,,,,,Naïve B cell rep 3,GSM7840433,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",NB3,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL17021,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM7840433,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840433/suppl/GSM7840433_NB3_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840433/suppl/GSM7840433_NB3_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084556,,CD45R(B220)+ CD38+ CD95(Fas)- IgD+,Naive B,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804145,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084556
naïve_b_cell_rep_4,,,,,,,Naïve B cell rep 4,GSM7840434,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",NB4,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL17021,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM7840434,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840434/suppl/GSM7840434_NB4_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840434/suppl/GSM7840434_NB4_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084557,,CD45R(B220)+ CD38+ CD95(Fas)- IgD+,Naive B,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804144,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084557
naïve_b_cell_rep_5,,,,,,,Naïve B cell rep 5,GSM7840435,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",NB5,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL17021,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM7840435,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840435/suppl/GSM7840435_NB5_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840435/suppl/GSM7840435_NB5_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084558,,CD45R(B220)+ CD38+ CD95(Fas)- IgD+,Naive B,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804143,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084558
b_cells_control_1,,,,,,,B Cells Control 1,GSM7840436,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,B cells ex vivo from splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",Sample_EV1,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL24247,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7840436,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840436/suppl/GSM7840436_Sample_EV1_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840436/suppl/GSM7840436_Sample_EV1_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084559,,GFP+,Total B cells,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804142,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084559
b_cells_control_2,,,,,,,B Cells Control 2,GSM7840437,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,B cells ex vivo from splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",Sample_EV2,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL24247,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7840437,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840437/suppl/GSM7840437_Sample_EV2_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840437/suppl/GSM7840437_Sample_EV2_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084560,,GFP+,Total B cells,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804141,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084560
b_cells_control_3,,,,,,,B Cells Control 3,GSM7840438,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,B cells ex vivo from splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",Sample_EV3,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL24247,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7840438,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840438/suppl/GSM7840438_Sample_EV3_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840438/suppl/GSM7840438_Sample_EV3_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084561,,GFP+,Total B cells,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804140,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084561
b_cells_control_4,,,,,,,B Cells Control 4,GSM7840439,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,B cells ex vivo from splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",Sample_EV4,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL24247,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7840439,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840439/suppl/GSM7840439_Sample_EV4_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840439/suppl/GSM7840439_Sample_EV4_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084562,,GFP+,Total B cells,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804139,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084562
b_cells_control_5,,,,,,,B Cells Control 5,GSM7840440,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,B cells ex vivo from splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",Sample_EV5,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL24247,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7840440,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840440/suppl/GSM7840440_Sample_EV5_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840440/suppl/GSM7840440_Sample_EV5_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084563,,GFP+,Total B cells,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804138,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084563
b_cells_ocab_1,,,,,,,B Cells Ocab 1,GSM7840441,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,B cells ex vivo from splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",Sample_OC1,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL24247,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7840441,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840441/suppl/GSM7840441_Sample_OC1_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840441/suppl/GSM7840441_Sample_OC1_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084564,,GFP+,Total B cells,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804137,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084564
b_cells_ocab_2,,,,,,,B Cells Ocab 2,GSM7840442,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,B cells ex vivo from splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",Sample_OC2,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL24247,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7840442,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840442/suppl/GSM7840442_Sample_OC2_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840442/suppl/GSM7840442_Sample_OC2_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084565,,GFP+,Total B cells,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804136,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084565
b_cells_ocab_3,,,,,,,B Cells Ocab 3,GSM7840443,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,B cells ex vivo from splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",Sample_OC3,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL24247,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7840443,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840443/suppl/GSM7840443_Sample_OC3_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840443/suppl/GSM7840443_Sample_OC3_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084566,,GFP+,Total B cells,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804135,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084566
b_cells_ocab_4,,,,,,,B Cells Ocab 4,GSM7840444,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,B cells ex vivo from splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",Sample_OC4,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL24247,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7840444,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840444/suppl/GSM7840444_Sample_OC4_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840444/suppl/GSM7840444_Sample_OC4_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084567,,GFP+,Total B cells,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804134,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084567
b_cells_ocab_5,,,,,,,B Cells Ocab 5,GSM7840445,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,B cells ex vivo from splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",Sample_OC5,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL24247,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7840445,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840445/suppl/GSM7840445_Sample_OC5_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840445/suppl/GSM7840445_Sample_OC5_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084568,,GFP+,Total B cells,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804133,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084568
