sample_geo_accession	sample_series_id.x	sample_name	super_tissue	tissue	cell_type	sex	age	donor	technology	ba	brain_region_1	area	super_region	region
GSM7106413	GSE227729	3835_interneuron--non-fast-spiking_beb18116_ctrl	Brain	Posterior putamen	Interneuron, Non-Fast Spiking	male	67	BEB18116	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106414	GSE227729	3836_interneuron--other_beb18116_ctrl	Brain	Posterior putamen	Interneuron, Other	male	67	BEB18116	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106415	GSE227729	3837_interneuron--fast-spiking_beb18116_ctrl	Brain	Posterior putamen	Interneuron, Fast Spiking	male	67	BEB18116	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106416	GSE227729	3847_microglia_beb18117_ctrl	Brain	Anterior putamen	Microglia	male	63	BEB18117	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106417	GSE227729	3848_astrocyte_beb18117_ctrl	Brain	Anterior putamen	Astrocyte	male	63	BEB18117	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106418	GSE227729	3849_microglia_beb18116_ctrl	Brain	Anterior putamen	Microglia	male	67	BEB18116	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106419	GSE227729	3850_astrocyte_beb18116_ctrl	Brain	Anterior putamen	Astrocyte	male	67	BEB18116	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106420	GSE227729	3853_astrocyte_beb20057_ctrl	Brain	Posterior putamen	Astrocyte	male	41	BEB20057	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106421	GSE227729	3869_oligodendrocyte_beb18116_ctrl	Brain	Anterior caudate	Oligodendrocyte	male	67	BEB18116	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106422	GSE227729	3871_astrocyte_beb18116_ctrl	Brain	Anterior caudate	Astrocyte	male	67	BEB18116	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106423	GSE227729	3872_interneuron--non-fast-spiking_beb18135_ctrl	Brain	Posterior putamen	Interneuron, Non-Fast Spiking	male	56	BEB18135	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106424	GSE227729	3874_interneuron--other_beb18135_ctrl	Brain	Posterior putamen	Interneuron, Other	male	56	BEB18135	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106425	GSE227729	3875_oligodendrocyte_beb18135_ctrl	Brain	Posterior caudate	Oligodendrocyte	male	56	BEB18135	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106426	GSE227729	3876_microglia_beb18135_ctrl	Brain	Posterior caudate	Microglia	male	56	BEB18135	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106427	GSE227729	3877_astrocyte_beb18135_ctrl	Brain	Posterior caudate	Astrocyte	male	56	BEB18135	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106428	GSE227729	3879_interneuron--fast-spiking_beb19025_ctrl	Brain	Posterior putamen	Interneuron, Fast Spiking	male	54	BEB19025	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106429	GSE227729	3880_interneuron--other_beb19025_ctrl	Brain	Posterior putamen	Interneuron, Other	male	54	BEB19025	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106430	GSE227729	3881_oligodendrocyte_beb18117_ctrl	Brain	Anterior putamen	Oligodendrocyte	male	63	BEB18117	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106431	GSE227729	3882_oligodendrocyte_beb18116_ctrl	Brain	Anterior putamen	Oligodendrocyte	male	67	BEB18116	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106432	GSE227729	3883_interneuron--non-fast-spiking_hct-17-hfg_ctrl	Brain	Posterior putamen	Interneuron, Non-Fast Spiking	male	50	HCT-17-HFG	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106433	GSE227729	3884_interneuron--fast-spiking_hct-17-hfg_ctrl	Brain	Posterior putamen	Interneuron, Fast Spiking	male	50	HCT-17-HFG	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106434	GSE227729	3885_interneuron--other_hct-17-hfg_ctrl	Brain	Posterior putamen	Interneuron, Other	male	50	HCT-17-HFG	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106435	GSE227729	3886_oligodendrocyte_beb20057_ctrl	Brain	Anterior putamen	Oligodendrocyte	male	41	BEB20057	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106436	GSE227729	3887_microglia_beb20057_ctrl	Brain	Anterior putamen	Microglia	male	41	BEB20057	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106437	GSE227729	3888_astrocyte_beb20057_ctrl	Brain	Anterior putamen	Astrocyte	male	41	BEB20057	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106438	GSE227729	3907_oligodendrocyte_beb20057_ctrl	Brain	Posterior putamen	Oligodendrocyte	male	41	BEB20057	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106439	GSE227729	4227_interneuron--fast-spiking_beb19051_ctrl	Brain	Posterior putamen	Interneuron, Fast Spiking	male	39	BEB19051	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106440	GSE227729	4228_interneuron--non-fast-spiking_beb19051_ctrl	Brain	Posterior putamen	Interneuron, Non-Fast Spiking	male	39	BEB19051	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106441	GSE227729	4229_interneuron--other_beb19051_ctrl	Brain	Posterior putamen	Interneuron, Other	male	39	BEB19051	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106442	GSE227729	4238_astrocyte_beb19051_ctrl	Brain	Posterior putamen	Astrocyte	male	39	BEB19051	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106443	GSE227729	4375_microglia_beb18116_ctrl	Brain	Posterior putamen	Microglia	male	67	BEB18116	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106444	GSE227729	4376_astrocyte_beb18116_ctrl	Brain	Posterior putamen	Astrocyte	male	67	BEB18116	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106445	GSE227729	4378_microglia_beb18117_ctrl	Brain	Posterior caudate	Microglia	male	63	BEB18117	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106446	GSE227729	4380_oligodendrocyte_beb19025_ctrl	Brain	Posterior caudate	Oligodendrocyte	male	54	BEB19025	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106447	GSE227729	4381_microglia_beb19025_ctrl	Brain	Posterior caudate	Microglia	male	54	BEB19025	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106448	GSE227729	4382_astrocyte_beb19025_ctrl	Brain	Posterior caudate	Astrocyte	male	54	BEB19025	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106449	GSE227729	4383_oligodendrocyte_hctsu_ctrl	Brain	Posterior caudate	Oligodendrocyte	female	63	HCTSU	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106450	GSE227729	4384_microglia_hctsu_ctrl	Brain	Posterior caudate	Microglia	female	63	HCTSU	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106451	GSE227729	4385_astrocyte_hctsu_ctrl	Brain	Posterior caudate	Astrocyte	female	63	HCTSU	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106452	GSE227729	4387_microglia_hctsu_ctrl	Brain	Posterior putamen	Microglia	female	63	HCTSU	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106453	GSE227729	4388_astrocyte_hctsu_ctrl	Brain	Posterior putamen	Astrocyte	female	63	HCTSU	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106454	GSE227729	4390_microglia_beb18135_ctrl	Brain	Posterior putamen	Microglia	male	56	BEB18135	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106455	GSE227729	4391_astrocyte_beb18135_ctrl	Brain	Posterior putamen	Astrocyte	male	56	BEB18135	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106456	GSE227729	4477_interneuron--non-fast-spiking_beb20057_ctrl	Brain	Anterior caudate	Interneuron, Non-Fast Spiking	male	41	BEB20057	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106457	GSE227729	4478_interneuron--fast-spiking_beb20057_ctrl	Brain	Anterior caudate	Interneuron, Fast Spiking	male	41	BEB20057	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106458	GSE227729	4479_interneuron--other_beb20057_ctrl	Brain	Anterior caudate	Interneuron, Other	male	41	BEB20057	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106464	GSE227729	4543_astrocyte_beb18117_ctrl	Brain	Posterior caudate	Astrocyte	male	63	BEB18117	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106465	GSE227729	4544_oligodendrocyte_beb18117_ctrl	Brain	Posterior caudate	Oligodendrocyte	male	63	BEB18117	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106466	GSE227729	4570_interneuron--other_beb18116_ctrl	Brain	Anterior caudate	Interneuron, Other	male	67	BEB18116	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106467	GSE227729	4571_interneuron--fast-spiking_beb18116_ctrl	Brain	Anterior caudate	Interneuron, Fast Spiking	male	67	BEB18116	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106468	GSE227729	4572_interneuron--non-fast-spiking_beb18116_ctrl	Brain	Anterior caudate	Interneuron, Non-Fast Spiking	male	67	BEB18116	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106469	GSE227729	4573_interneuron--other_beb18117_ctrl	Brain	Posterior caudate	Interneuron, Other	male	63	BEB18117	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106470	GSE227729	4574_interneuron--fast-spiking_beb18117_ctrl	Brain	Posterior caudate	Interneuron, Fast Spiking	male	63	BEB18117	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106471	GSE227729	4575_interneuron--non-fast-spiking_beb18117_ctrl	Brain	Posterior caudate	Interneuron, Non-Fast Spiking	male	63	BEB18117	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106472	GSE227729	4576_interneuron--other_beb19051_ctrl	Brain	Posterior caudate	Interneuron, Other	male	39	BEB19051	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106473	GSE227729	4577_interneuron--fast-spiking_beb19051_ctrl	Brain	Posterior caudate	Interneuron, Fast Spiking	male	39	BEB19051	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106474	GSE227729	4578_interneuron--non-fast-spiking_beb19051_ctrl	Brain	Posterior caudate	Interneuron, Non-Fast Spiking	male	39	BEB19051	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106475	GSE227729	4579_interneuron--other_beb19025_ctrl	Brain	Posterior caudate	Interneuron, Other	male	54	BEB19025	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106476	GSE227729	4580_interneuron--fast-spiking_beb19025_ctrl	Brain	Posterior caudate	Interneuron, Fast Spiking	male	54	BEB19025	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106477	GSE227729	4581_interneuron--non-fast-spiking_beb19025_ctrl	Brain	Posterior caudate	Interneuron, Non-Fast Spiking	male	54	BEB19025	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106486	GSE227729	4711_oligodendrocyte_beb18135_ctrl	Brain	Posterior putamen	Oligodendrocyte	male	56	BEB18135	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106489	GSE227729	4757_interneuron--fast-spiking_hctsu_ctrl	Brain	Posterior caudate	Interneuron, Fast Spiking	female	63	HCTSU	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106490	GSE227729	4758_interneuron--other_hctsu_ctrl	Brain	Posterior caudate	Interneuron, Other	female	63	HCTSU	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106491	GSE227729	4759_microglia_beb20057_ctrl	Brain	Posterior putamen	Microglia	male	41	BEB20057	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106492	GSE227729	4773_interneuron--non-fast-spiking_hctsu_ctrl	Brain	Posterior caudate	Interneuron, Non-Fast Spiking	female	63	HCTSU	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106494	GSE227729	4779_oligodendrocyte_beb20057_ctrl	Brain	Posterior caudate	Oligodendrocyte	male	41	BEB20057	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106495	GSE227729	4780_microglia_beb20057_ctrl	Brain	Posterior caudate	Microglia	male	41	BEB20057	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106496	GSE227729	4781_astrocyte_beb20057_ctrl	Brain	Posterior caudate	Astrocyte	male	41	BEB20057	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106497	GSE227729	4782_oligodendrocyte_beb19051_ctrl	Brain	Anterior putamen	Oligodendrocyte	male	39	BEB19051	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106498	GSE227729	4783_microglia_beb19051_ctrl	Brain	Anterior putamen	Microglia	male	39	BEB19051	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106499	GSE227729	4784_astrocyte_beb19051_ctrl	Brain	Anterior putamen	Astrocyte	male	39	BEB19051	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106500	GSE227729	4862_oligodendrocyte_hct-17-hfg_ctrl	Brain	Posterior caudate	Oligodendrocyte	male	50	HCT-17-HFG	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106501	GSE227729	4863_microglia_hct-17-hfg_ctrl	Brain	Posterior caudate	Microglia	male	50	HCT-17-HFG	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106502	GSE227729	4864_astrocyte_hct-17-hfg_ctrl	Brain	Posterior caudate	Astrocyte	male	50	HCT-17-HFG	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106503	GSE227729	4865_oligodendrocyte_beb19051_ctrl	Brain	Posterior caudate	Oligodendrocyte	male	39	BEB19051	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106504	GSE227729	4866_microglia_beb19051_ctrl	Brain	Posterior caudate	Microglia	male	39	BEB19051	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106505	GSE227729	4868_oligodendrocyte_beb20057_ctrl	Brain	Anterior caudate	Oligodendrocyte	male	41	BEB20057	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106506	GSE227729	4869_microglia_beb20057_ctrl	Brain	Anterior caudate	Microglia	male	41	BEB20057	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106507	GSE227729	4870_astrocyte_beb20057_ctrl	Brain	Anterior caudate	Astrocyte	male	41	BEB20057	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106508	GSE227729	4871_oligodendrocyte_hctsu_ctrl	Brain	Anterior caudate	Oligodendrocyte	female	63	HCTSU	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106509	GSE227729	4872_microglia_hctsu_ctrl	Brain	Anterior caudate	Microglia	female	63	HCTSU	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106510	GSE227729	4873_astrocyte_hctsu_ctrl	Brain	Anterior caudate	Astrocyte	female	63	HCTSU	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106511	GSE227729	4877_microglia_beb19051_ctrl	Brain	Posterior putamen	Microglia	male	39	BEB19051	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106512	GSE227729	4878_interneuron--other_beb18116_ctrl	Brain	Anterior putamen	Interneuron, Other	male	67	BEB18116	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106513	GSE227729	4879_interneuron--fast-spiking_beb18116_ctrl	Brain	Anterior putamen	Interneuron, Fast Spiking	male	67	BEB18116	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106514	GSE227729	4880_interneuron--non-fast-spiking_beb18116_ctrl	Brain	Anterior putamen	Interneuron, Non-Fast Spiking	male	67	BEB18116	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106515	GSE227729	5458_interneuron--fast-spiking_beb18135_ctrl	Brain	Anterior caudate	Interneuron, Fast Spiking	male	56	BEB18135	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106516	GSE227729	5459_interneuron--other_beb18135_ctrl	Brain	Anterior caudate	Interneuron, Other	male	56	BEB18135	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106517	GSE227729	5618_cholinergic-interneuron_beb18116_ctrl	Brain	Anterior putamen	Cholinergic interneuron	male	67	BEB18116	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106518	GSE227729	5622_interneuron--non-fast-spiking_beb18135_ctrl	Brain	Anterior caudate	Interneuron, Non-Fast Spiking	male	56	BEB18135	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106520	GSE227729	5840_cholinergic-interneuron_beb20057_ctrl	Brain	Posterior putamen	Cholinergic interneuron	male	41	BEB20057	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106521	GSE227729	5841_cholinergic-interneuron_beb19051_ctrl	Brain	Posterior putamen	Cholinergic interneuron	male	39	BEB19051	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106522	GSE227729	5842_cholinergic-interneuron_hct-17-hfg_ctrl	Brain	Posterior putamen	Cholinergic interneuron	male	50	HCT-17-HFG	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106523	GSE227729	5843_cholinergic-interneuron_beb19025_ctrl	Brain	Posterior putamen	Cholinergic interneuron	male	54	BEB19025	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106524	GSE227729	5846_interneuron--other_hct-17-hfg_ctrl	Brain	Posterior caudate	Interneuron, Other	male	50	HCT-17-HFG	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106525	GSE227729	5847_interneuron--fast-spiking_hct-17-hfg_ctrl	Brain	Posterior caudate	Interneuron, Fast Spiking	male	50	HCT-17-HFG	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106526	GSE227729	5848_interneuron--non-fast-spiking_hct-17-hfg_ctrl	Brain	Posterior caudate	Interneuron, Non-Fast Spiking	male	50	HCT-17-HFG	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106527	GSE227729	6118_cholinergic-interneuron_beb18117_ctrl	Brain	Posterior putamen	Cholinergic interneuron	male	63	BEB18117	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106531	GSE227729	6139_oligodendrocyte_hct-17-hfg_ctrl	Brain	Anterior putamen	Oligodendrocyte	male	50	HCT-17-HFG	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106532	GSE227729	6140_microglia_hct-17-hfg_ctrl	Brain	Anterior putamen	Microglia	male	50	HCT-17-HFG	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106533	GSE227729	6141_astrocyte_hct-17-hfg_ctrl	Brain	Anterior putamen	Astrocyte	male	50	HCT-17-HFG	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106534	GSE227729	6142_oligodendrocyte_beb19051_ctrl	Brain	Posterior putamen	Oligodendrocyte	male	39	BEB19051	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106535	GSE227729	6183_interneuron--other_hctsu_ctrl	Brain	Anterior putamen	Interneuron, Other	female	63	HCTSU	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106536	GSE227729	6184_interneuron--fast-spiking_hctsu_ctrl	Brain	Anterior putamen	Interneuron, Fast Spiking	female	63	HCTSU	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106537	GSE227729	6186_oligodendrocyte_beb18117_ctrl	Brain	Anterior caudate	Oligodendrocyte	male	63	BEB18117	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106538	GSE227729	6187_microglia_beb18117_ctrl	Brain	Anterior caudate	Microglia	male	63	BEB18117	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106539	GSE227729	6188_astrocyte_beb18117_ctrl	Brain	Anterior caudate	Astrocyte	male	63	BEB18117	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106543	GSE227729	6279_oligodendrocyte_beb18116_ctrl	Brain	Posterior caudate	Oligodendrocyte	male	67	BEB18116	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106544	GSE227729	6280_microglia_beb18116_ctrl	Brain	Posterior caudate	Microglia	male	67	BEB18116	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106545	GSE227729	6281_astrocyte_beb18116_ctrl	Brain	Posterior caudate	Astrocyte	male	67	BEB18116	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7156218	GSE229169	m1_donor3_multiome_atac_	Brain	primary motor cortex		male	58	H19.30.004	Single-cell ATAC	BA4	primary motor cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM7156219	GSE229169	m1_donor3_multiome_gene_expression_	Brain	primary motor cortex		male	58	H19.30.004	Single-cell RNA	BA4	primary motor cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM7156220	GSE229169	m1_donor3_rep2_multiome_atac_	Brain	primary motor cortex		male	58	H19.30.004	Single-cell ATAC	BA4	primary motor cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM7156221	GSE229169	m1_donor3_rep2_multiome_gene_expression_	Brain	primary motor cortex		male	58	H19.30.004	Single-cell RNA	BA4	primary motor cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM7156222	GSE229169	m1_donor1_multiome_atac_	Brain	primary motor cortex		male	42	H19.30.001	Single-cell ATAC	BA4	primary motor cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM7156223	GSE229169	m1_donor1_multiome_gene_expression_	Brain	primary motor cortex		male	42	H19.30.001	Single-cell RNA	BA4	primary motor cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM7156224	GSE229169	m1_donor2_multiome_atac_	Brain	primary motor cortex		male	29	H19.30.002/UW7060	Single-cell ATAC	BA4	primary motor cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM7156225	GSE229169	m1_donor2_multiome_gene_expression_	Brain	primary motor cortex		male	29	H19.30.002/UW7060	Single-cell RNA	BA4	primary motor cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM7156226	GSE229169	m1_donor1_neun_multiome_atac_	Brain	primary motor cortex		male	42	H19.30.001	Single-cell ATAC	BA4	primary motor cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM7156227	GSE229169	m1_donor1_neun_multiome_gene_expression_	Brain	primary motor cortex		male	42	H19.30.001	Single-cell RNA	BA4	primary motor cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM7156228	GSE229169	m1_donor2_neun_multiome_atac_	Brain	primary motor cortex		male	29	H19.30.002/UW7060	Single-cell ATAC	BA4	primary motor cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM7156229	GSE229169	m1_donor2_neun_multiome_gene_expression_	Brain	primary motor cortex		male	29	H19.30.002/UW7060	Single-cell RNA	BA4	primary motor cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM7156230	GSE229169	m1_donor3_neun_multiome_atac_	Brain	primary motor cortex		male	58	H19.30.004	Single-cell ATAC	BA4	primary motor cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM7156231	GSE229169	m1_donor3_neun_multiome_gene_expression_	Brain	primary motor cortex		male	58	H19.30.004	Single-cell RNA	BA4	primary motor cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM7822133	GSE244618	snatac-seq_of_homo_sapiens_adult_brain_mtg_from_donor_1	Brain	MTG		male		Donor 1	Single-cell ATAC	BA21	MTG	Temporal Lobe	NA	Middle Temporal Gyrus
GSM7822134	GSE244618	snatac-seq_of_homo_sapiens_adult_brain_mtg_from_donor_2	Brain	MTG		male		Donor 2	Single-cell ATAC	BA21	MTG	Temporal Lobe	NA	Middle Temporal Gyrus
GSM7822135	GSE244618	snatac-seq_of_homo_sapiens_adult_brain_mtg_from_donor_4	Brain	MTG		male		Donor 4	Single-cell ATAC	BA21	MTG	Temporal Lobe	NA	Middle Temporal Gyrus
GSM7822136	GSE244618	snatac-seq_of_homo_sapiens_adult_brain_m1c_from_donor_1	Brain	M1C		male		Donor 1	Single-cell ATAC	BA4	M1C	Frontal Lobe	NA	Primary Motor Cortex
